player_1	score_1	score_2	player_2	replay
yasuoh0	5	0	ariel_tapia1984	
comicnauta	5	0	cristof von roe	https://replay.fightcade.com/fbneo/sfiii3nr1/1693787837990-9789
abusamadres	5	2	ariel_tapia1984	
powup1	5	0	cristof von roe	
abusamadres	5	3	lowap	
lowap	5	2	ariel_tapia1984	https://replay.fightcade.com/fbneo/sfiii3nr1/1693794640169-4634
ppx_iqq	5	0	lowap	
ppx_iqq	5	0	i_tried	
gentlemano	5	1	fulgore	https://replay.fightcade.com/fbneo/sfiii3nr1/1693853804466-6768
lionheartxiii	5	4	alvarinho	
wirox	5	0	alvarinho	
fitoxnorris	5	2	vicente4c	https://replay.fightcade.com/fbneo/sfiii3nr1/1693867351291-3384
abusamadres	5	1	mewtario	https://replay.fightcade.com/fbneo/sfiii3nr1/1693869969852-6931
pipenhocongranadina	5	0	vicente4c	https://replay.fightcade.com/fbneo/sfiii3nr1/1693869707395-5765
ttvdonjavierlive	5	0	vicente4c	https://replay.fightcade.com/fbneo/sfiii3nr1/1693870340610-7116
ariel_tapia1984	5	4	lionheartxiii	
yasuoh0	5	0	lionheartxiii	
xno	5	1	lionheartxiii	https://replay.fightcade.com/fbneo/sfiii3nr1/1693873414698-4248
ttvdonjavierlive	5	1	abusamadres	https://replay.fightcade.com/fbneo/sfiii3nr1/1693871316399-1580
ttvdonjavierlive	5	0	fitoxnorris	https://replay.fightcade.com/fbneo/sfiii3nr1/1693872315000-6746
ttvdonjavierlive	5	0	ariel_tapia1984	https://replay.fightcade.com/fbneo/sfiii3nr1/1693873815730-4867
ttvdonjavierlive	5	1	mewtario	https://replay.fightcade.com/fbneo/sfiii3nr1/1693875099427-5812
redda	5	0	fulgore	https://replay.fightcade.com/fbneo/sfiii3nr1/1693869402138-1347
redda	5	0	pipenhocongranadina	
redda	5	1	xno	
redda	5	0	ttvdonjavierlive	
kmion33	5	0	redda	
kmion33	5	0	alvarinho	
kmion33	5	0	ariel_tapia1984	
elcarnaza1	5	3	kmion33	
elcarnaza1	5	0	fitoxnorris	
elcarnaza1	5	1	comicnauta	https://replay.fightcade.com/fbneo/sfiii3nr1/1693872748400-4745
elcarnaza1	5	0	fulgore	https://replay.fightcade.com/fbneo/sfiii3nr1/1693875271705-2318
elcarnaza1	5	0	lionheartxiii	
ariel_tapia1984	5	0	crystowizard	https://replay.fightcade.com/fbneo/sfiii3nr1/1693875426794-5665
sir.weon	5	0	crystowizard	https://replay.fightcade.com/fbneo/sfiii3nr1/1693876330126-7572
mewtario	5	0	crystowizard	https://replay.fightcade.com/fbneo/sfiii3nr1/1693877113231-1473
pipenhocongranadina	5	0	fulgore	https://replay.fightcade.com/fbneo/sfiii3nr1/1693871167961-8790
pipenhocongranadina	5	1	thiagongg	
fitoxnorris	5	1	pipenhocongranadina	
comicnauta	5	2	pipenhocongranadina	https://replay.fightcade.com/fbneo/sfiii3nr1/1693876751643-7546
perrito38	5	0	ttvdonjavierlive	
octaseco	5	3	perrito38	
lionheartxiii	5	2	eltiomuffin	
fulgore	5	0	lionheartxiii	https://replay.fightcade.com/fbneo/sfiii3nr1/1693874548702-3979
fitoxnorris	5	2	lionheartxiii	
cristof von roe	5	0	lionheartxiii	
mewtario	5	2	lionheartxiii	https://replay.fightcade.com/fbneo/sfiii3nr1/1693877615085-1212
fitoxnorris	5	2	eltiomuffin	
fitoxnorris	5	4	mewtario	https://replay.fightcade.com/fbneo/sfiii3nr1/1693873933158-2891
fitoxnorris	5	1	ariel_tapia1984	
xno	5	2	mewtario	https://replay.fightcade.com/fbneo/sfiii3nr1/1693871741259-7813
ariel_tapia1984	5	2	mewtario	https://replay.fightcade.com/fbneo/sfiii3nr1/1693872679418-8738
sir.weon	5	0	ttvdonjavierlive	https://replay.fightcade.com/fbneo/sfiii3nr1/1693875725492-3696
kmion33	5	1	sir.weon	https://replay.fightcade.com/fbneo/sfiii3nr1/1693876833364-2123
sir.weon	5	1	fulgore	https://replay.fightcade.com/fbneo/sfiii3nr1/1693878156131-6546
sir.weon	5	1	fitoxnorris	https://replay.fightcade.com/fbneo/sfiii3nr1/1693879034563-7695
octaseco	5	4	comicnauta	
comicnauta	5	1	fulgore	https://replay.fightcade.com/fbneo/sfiii3nr1/1693880096919-4860
comicnauta	5	0	crystowizard	https://replay.fightcade.com/fbneo/sfiii3nr1/1693877801870-6999
fulgore	5	2	alvarinho	https://replay.fightcade.com/fbneo/sfiii3nr1/1693870138047-4781
fulgore	5	1	ariel_tapia1984	https://replay.fightcade.com/fbneo/sfiii3nr1/1693876008050-1933
fitoxnorris	5	3	fulgore	https://replay.fightcade.com/fbneo/sfiii3nr1/1693876832832-3026
redeker87	5	1	ariel_tapia1984	https://replay.fightcade.com/fbneo/sfiii3nr1/1693871372146-1029
redeker87	5	0	thiagongg	https://replay.fightcade.com/fbneo/sfiii3nr1/1693873387154-6626
redeker87	5	4	cristof von roe	
cristof von roe	5	3	fulgore	
i_tried	5	3	thiagongg	https://replay.fightcade.com/fbneo/sfiii3nr1/1693946010792-4813
powup1	5	4	samusaranx	
wirox	5	2	octaseco	https://replay.fightcade.com/fbneo/sfiii3nr1/1693948965078-7073
octaseco	5	0	samusaranx	
krnz	5	1	vicente4c	https://replay.fightcade.com/fbneo/sfiii3nr1/1693951309203-2709
gouken_iqq	5	0	durazno sangrando	https://replay.fightcade.com/fbneo/sfiii3nr1/1693952286676-9444
durazno sangrando	5	0	krnz	
daewoo	5	2	rompehuesos	
rompehuesos	5	0	comicnauta	https://replay.fightcade.com/fbneo/sfiii3nr1/1693955557368-5533
rompehuesos	5	0	lowap	
elcarnaza1	5	4	rompehuesos	
wirox	5	3	rompehuesos	
rompehuesos	5	0	cristof von roe	
rompehuesos	5	0	ariel_tapia1984	
gouken_iqq	5	4	xno	https://replay.fightcade.com/fbneo/sfiii3nr1/1693959662604-3020
elcarnaza1	5	0	xno	
rompehuesos	5	2	yasuoh0	
gouken_iqq	5	1	ariel_tapia1984	https://replay.fightcade.com/fbneo/sfiii3nr1/1693961368680-9625
cristof von roe	5	2	lowap	
rompehuesos	5	2	pipenhocongranadina	
elcarnaza1	5	0	gouken_iqq	
comicnauta	5	0	krnz	https://replay.fightcade.com/fbneo/sfiii3nr1/1693963125598-8525
rompehuesos	5	3	perrito38	
i_tried	5	3	unknowz	https://replay.fightcade.com/fbneo/sfiii3nr1/1693965062041-9579
powup1	5	0	unknowz	
fluox_etina	5	0	lowap	https://replay.fightcade.com/fbneo/sfiii3nr1/1693958278657-9255
gentlemano	5	4	comicnauta	https://replay.fightcade.com/fbneo/sfiii3nr1/1693976987560-2042
rwk	5	1	_onslaught	https://replay.fightcade.com/fbneo/sfiii3nr1/1694013158839-3645
vinsfield	5	4	rwk	https://replay.fightcade.com/fbneo/sfiii3nr1/1694014369522-6121
diplosaurio	5	2	metalero	
elcarnaza1	5	4	metalero	
eduranryu	5	1	fitoxnorris	
eduranryu	5	0	alvarinho	
eduranryu	5	0	gouken_iqq	
eduranryu	5	0	diplosaurio	
gouken_iqq	5	0	abusamadres	https://replay.fightcade.com/fbneo/sfiii3nr1/1694047291333-6915
redda	5	1	gouken_iqq	
kmion33	5	0	gouken_iqq	
kmion33	5	1	mr olympia	
mr olympia	5	3	fitoxnorris	
kmion33	5	4	comicnauta	https://replay.fightcade.com/fbneo/sfiii3nr1/1694050810710-6354
perrito38	5	4	mr olympia	
metalero	5	0	mr olympia	
solido	5	0	ariel_tapia1984	
solido	5	1	mr olympia	
octaseco	5	4	emogay	
powup1	5	0	yasuoh0	
powup1	5	1	_onslaught	
franciscois	5	1	emogay	
[seba]	5	2	gentlemano	
[seba]	5	0	octaseco	
ttvdonjavierlive	5	3	gentlemano	https://replay.fightcade.com/fbneo/sfiii3nr1/1694122679374-7352
ttvdonjavierlive	5	4	yagger00	https://replay.fightcade.com/fbneo/sfiii3nr1/1694126274051-1810
ttvdonjavierlive	5	0	cristof von roe	https://replay.fightcade.com/fbneo/sfiii3nr1/1694127575930-7044
[seba]	5	0	ttvdonjavierlive	https://replay.fightcade.com/fbneo/sfiii3nr1/1694134481593-9347
kmion33	5	1	ttvdonjavierlive	https://replay.fightcade.com/fbneo/sfiii3nr1/1694135949666-6526
mr olympia	5	1	i_tried	
cristof von roe	5	0	vicente4c	
elcarnaza1	5	2	ttvdonjavierlive	
octaseco	5	1	fitoxnorris	
kmion33	5	3	powup1	
younghou	5	4	daewoo	
vinsfield	5	0	i_tried	
gouken_iqq	5	4	ttvdonjavierlive	https://replay.fightcade.com/fbneo/sfiii3nr1/1694205812377-3056
franciscois	5	1	sanmi	
powup1	5	3	gouken_iqq	https://replay.fightcade.com/fbneo/sfiii3nr1/1694209200591-4642
yagger00	5	1	sanmi	https://replay.fightcade.com/fbneo/sfiii3nr1/1694210107709-9807
[seba]	5	0	powup1	
sir.weon	5	0	cristof von roe	https://replay.fightcade.com/fbneo/sfiii3nr1/1694221113659-4323
eduranryu	5	0	eltiomuffin	
franciscois	5	1	durazno sangrando	
durazno sangrando	5	0	ariel_tapia1984	https://replay.fightcade.com/fbneo/sfiii3nr1/1694219963334-6912
sir.weon	5	3	franciscois	https://replay.fightcade.com/fbneo/sfiii3nr1/1694213983967-3144
eduranryu	5	0	cristof von roe	
franciscois	5	4	yasuoh0	
eduranryu	5	1	ttvdonjavierlive	
donferwea	5	3	cristof von roe	https://replay.fightcade.com/fbneo/sfiii3nr1/1694226116418-6337
ttvdonjavierlive	5	0	donferwea	https://replay.fightcade.com/fbneo/sfiii3nr1/1694227416154-6374
eltiomuffin	5	4	ariel_tapia1984	https://replay.fightcade.com/fbneo/sfiii3nr1/1694226116418-6337
cristof von roe	5	0	eltiomuffin	
powup1	5	0	ariel_tapia1984	
rwk	5	0	ariel_tapia1984	https://replay.fightcade.com/fbneo/sfiii3nr1/1694232659332-8847
younghou	5	2	diplosaurio	
elcarnaza1	5	0	i_tried	https://replay.fightcade.com/fbneo/sfiii3nr1/1694302157897-6699
metalero	5	3	i_tried	https://replay.fightcade.com/fbneo/sfiii3nr1/1694302875614-7958
i_tried	5	3	fitoxnorris	https://replay.fightcade.com/fbneo/sfiii3nr1/1694300760177-8532
younghou	5	1	fitoxnorris	
younghou	5	0	xdddlololo	
powup1	5	1	diplosaurio	
rwk	5	2	perrito38	https://replay.fightcade.com/fbneo/sfiii3nr1/1694303794326-2817
younghou	5	2	i_tried	https://replay.fightcade.com/fbneo/sfiii3nr1/1694307890772-3875
rwk	5	1	xdddlololo	https://replay.fightcade.com/fbneo/sfiii3nr1/1694306029994-1601
rwk	5	0	i_tried	https://replay.fightcade.com/fbneo/sfiii3nr1/1694308748312-1287
powup1	5	3	sir.weon	
powup1	5	1	echalemasbebida	
powup1	5	0	alvarinho	
perrito38	5	3	morancio	
eduranryu	5	1	morancio	
eduranryu	5	0	pipenhocongranadina	
solido	5	0	pipenhocongranadina	
solido	5	0	alvarinho	
morancio	5	0	i_tried	https://replay.fightcade.com/fbneo/sfiii3nr1/1694308748312-1287
gentlemano	5	1	eltiomuffin	https://replay.fightcade.com/fbneo/sfiii3nr1/1694310671398-3119
rwk	5	1	gentlemano	https://replay.fightcade.com/fbneo/sfiii3nr1/1694311469810-1924
solido	5	0	morancio	
eduranryu	5	0	durazno sangrando	
gentlemano	5	1	morancio	https://replay.fightcade.com/fbneo/sfiii3nr1/1694312583318-8397
morancio	5	0	durazno sangrando	
redda	5	2	eduranryu	
redda	5	1	powup1	
powup1	5	2	gentlemano	
powup1	5	0	mewtario	
alvarinho	5	2	lowap	
eltiomuffin	5	4	mewtario	https://replay.fightcade.com/fbneo/sfiii3nr1/1694371265367-6427
powup1	5	0	morancio	
morancio	5	1	eltiomuffin	
powup1	5	0	eltiomuffin	
comicnauta	5	0	morancio	https://replay.fightcade.com/fbneo/sfiii3nr1/1694374112470-3576
morancio	5	0	mewtario	
powup1	5	0	xdddlololo	
samusaranx	5	3	i_tried	https://replay.fightcade.com/fbneo/sfiii3nr1/1694387331826-4723
eduranryu	5	0	samusaranx	
gouken_iqq	5	1	perrito38	https://replay.fightcade.com/fbneo/sfiii3nr1/1694383093215-8784
younghou	5	0	perrito38	
gouken_iqq	5	1	_onslaught	https://replay.fightcade.com/fbneo/sfiii3nr1/1694384639325-5841
eduranryu	5	1	_onslaught	
ttvdonjavierlive	5	1	morancio	https://replay.fightcade.com/fbneo/sfiii3nr1/1694383655234-6462
elcarnaza1	5	0	morancio	
morancio	5	0	fitoxnorris	
younghou	5	4	ttvdonjavierlive	https://replay.fightcade.com/fbneo/sfiii3nr1/1694386614245-2127
gouken_iqq	5	3	fitoxnorris	https://replay.fightcade.com/fbneo/sfiii3nr1/1694387423481-8052
gouken_iqq	5	2	i_tried	https://replay.fightcade.com/fbneo/sfiii3nr1/1694388274483-4578
samusaranx	5	0	mewtario	
elcarnaza1	5	0	samusaranx	
diplosaurio	5	0	fulgore	https://replay.fightcade.com/fbneo/sfiii3nr1/1694390493806-1721
younghou	5	0	thiagongg	
younghou	5	1	gouken_iqq	
younghou	5	0	eduranryu	
abusamadres	5	1	fitoxnorris	
fulgore	5	4	abusamadres	https://replay.fightcade.com/fbneo/sfiii3nr1/1694389501451-3115
solido	5	0	abusamadres	
octaseco	5	0	fulgore	https://replay.fightcade.com/fbneo/sfiii3nr1/1694391261063-3349
eduranryu	5	0	thiagongg	
kmion33	5	3	eduranryu	
elcarnaza1	5	2	eduranryu	
eduranryu	5	0	mewtario	
eduranryu	5	4	powup1	
solido	5	3	redda	
i_tried	5	1	fulgore	https://replay.fightcade.com/fbneo/sfiii3nr1/1694391768857-8417
metalero	5	0	fulgore	https://replay.fightcade.com/fbneo/sfiii3nr1/1694392489547-3587
solido	5	0	gouken_iqq	
solido	5	1	fluox_etina	
metalero	5	3	fitoxnorris	
elcarnaza1	5	1	fluox_etina	
elcarnaza1	5	0	powup1	
daewoo	5	2	powup1	
kmion33	5	4	daewoo	
daewoo	5	0	fitoxnorris	
daewoo	5	2	fluox_etina	
daewoo	5	0	mewtario	
daewoo	5	0	gentlemano	
tkross-itachi	5	2	elcarnaza1	
tkross-itachi	5	0	fulgore	
tkross-itachi	5	3	solido	
tkross-itachi	5	0	fitoxnorris	
tkross-itachi	5	0	mewtario	
kmion33	5	3	solido	
kmion33	5	0	xno	
i_tried	5	0	lionheartxiii	https://replay.fightcade.com/fbneo/sfiii3nr1/1694406586328-7132
morancio	5	1	vinsfield	
powup1	5	1	vinsfield	
solido	5	3	elcarnaza1	
solido	5	1	fitoxnorris	
vinsfield	5	0	lowap	
cristof von roe	5	2	xdddlololo	
abusamadres	5	1	lionheartxiii	
vinsfield	5	0	abusamadres	
lowap	5	1	lionheartxiii	https://replay.fightcade.com/fbneo/sfiii3nr1/1694471186062-9606
vinsfield	5	0	lionheartxiii	
morancio	5	0	cristof von roe	
cristof von roe	5	2	yagger00	
morancio	5	0	tomaselninjapro	
cristof von roe	5	3	pplm97	
tkross-itachi	5	2	morancio	
elcarnaza1	5	1	octaseco	
tkross-itachi	5	1	wirox	
[seba]	5	0	morancio	
morancio	5	2	xdddlololo	
tkross-itachi	5	0	cristof von roe	
lionheartxiii	5	2	tomaselninjapro	
franciscois	5	0	lionheartxiii	
tkross-itachi	5	0	comicnauta	https://replay.fightcade.com/fbneo/sfiii3nr1/1694481865866-7863
fluox_etina	5	0	cristof von roe	
morancio	5	3	diplosaurio	
wirox	5	1	morancio	https://replay.fightcade.com/fbneo/sfiii3nr1/1694482723767-6942
tkross-itachi	5	0	ariel_tapia1984	
krnz	5	0	ariel_tapia1984	
[seba]	5	2	franciscois	
[seba]	5	0	tomaselninjapro	
[seba]	5	0	xdddlololo	
tkross-itachi	5	0	alvarinho	
i_tried	5	0	abusamadres	https://replay.fightcade.com/fbneo/sfiii3nr1/1694484127408-7103
franciscois	5	0	fluox_etina	
tkross-itachi	5	0	franciscois	
cristof von roe	5	1	tomaselninjapro	
tkross-itachi	5	0	fluox_etina	
tkross-itachi	5	0	durazno sangrando	
tkross-itachi	5	0	pipenhocongranadina	
ppx_iqq	5	1	franciscois	
ppx_iqq	5	1	durazno sangrando	
_onslaught	5	2	abusamadres	
ttvdonjavierlive	5	0	_onslaught	https://replay.fightcade.com/fbneo/sfiii3nr1/1694561807394-9374
franciscois	5	0	redeker87	
wirox	5	0	redeker87	https://replay.fightcade.com/fbneo/sfiii3nr1/1694563092715-2933
fluox_etina	5	1	ariel_tapia1984	
gentlemano	5	1	_onslaught	https://replay.fightcade.com/fbneo/sfiii3nr1/1694571973530-8203
redda	5	3	_onslaught	
ttvdonjavierlive	5	3	wirox	
[seba]	5	0	_onslaught	
solido	5	0	cristof von roe	
wirox	5	1	rwk	https://replay.fightcade.com/fbneo/sfiii3nr1/1694618656133-7146
kmion33	5	4	tkross-itachi	
tkross-itachi	5	1	perrito38	
echalemasbebida	5	2	ttvdonjavierlive	
metalero	5	1	gouken_iqq	
gouken_iqq	5	0	redeker87	https://replay.fightcade.com/fbneo/sfiii3nr1/1694734644319-1291
vinsfield	5	1	mewtario	
vinsfield	5	0	donferwea	
_onslaught	5	1	mewtario	
rwk	5	0	mewtario	https://replay.fightcade.com/fbneo/sfiii3nr1/1694805510592-3286
donferwea	5	0	mewtario	https://replay.fightcade.com/fbneo/sfiii3nr1/1694804910848-9882
samusaranx	5	3	morancio	
morancio	5	4	octaseco	
morancio	5	2	donferwea	
redeker87	5	0	samusaranx	https://replay.fightcade.com/fbneo/sfiii3nr1/1694817586999-3233
_onslaught	5	0	lowap	
gentlemano	5	0	donferwea	https://replay.fightcade.com/fbneo/sfiii3nr1/1694826134077-7365
perrito38	5	1	donferwea	
donferwea	5	3	yasuoh0	https://replay.fightcade.com/fbneo/sfiii3nr1/1694830890219-7168
_onslaught	5	4	perrito38	
morancio	5	0	_onslaught	
solido	5	1	samusaranx	
samusaranx	5	4	_onslaught	
abusamadres	5	1	donferwea	
eduranryu	5	0	donferwea	
redeker87	5	1	donferwea	https://replay.fightcade.com/fbneo/sfiii3nr1/1694816213550-1848
lordmastersex	5	2	rompehuesos	
lordmastersex	5	4	powup1	
octaseco	5	0	_onslaught	
eduranryu	5	1	metalero	
fluox_etina	5	4	perrito38	https://replay.fightcade.com/fbneo/sfiii3nr1/1695500144954-4115
fitoxnorris	5	3	fluox_etina	https://replay.fightcade.com/fbneo/sfiii3nr1/1695600071860-3281
durazno sangrando	5	2	pipenhocongranadina	https://replay.fightcade.com/fbneo/sfiii3nr1/1695604389779-1295
fluox_etina	5	1	pipenhocongranadina	
pipenhocongranadina	5	2	perrito38	
durazno sangrando	5	1	fluox_etina	https://replay.fightcade.com/fbneo/sfiii3nr1/1695606273641-5505
durazno sangrando	5	1	donferwea	
durazno sangrando	5	0	redeker87	
sir.weon	5	1	durazno sangrando	
tkross-itachi	5	2	metalero	
tkross-itachi	5	4	sir.weon	
metalero	5	4	fluox_etina	
sir.weon	5	1	_onslaught	
kmion33	5	1	fluox_etina	
metalero	5	2	durazno sangrando	
tkross-itachi	5	0	_onslaught	
solido	5	3	octaseco	
octaseco	5	2	sir.weon	
kmion33	5	1	metalero	
fluox_etina	5	4	octaseco	
kmion33	5	0	octaseco	
tkross-itachi	5	2	octaseco	
tkross-itachi	5	0	ttvdonjavierlive	
metalero	5	0	ttvdonjavierlive	
kmion33	5	3	franciscois	
eduranryu	5	0	fluox_etina	
solido	5	1	franciscois	
wirox	5	0	powup1	
solido	5	2	powup1	
octaseco	5	3	metalero	
powup1	5	0	ttvdonjavierlive	
redda	5	3	gentlemano	
powup1	5	2	metalero	
ttvdonjavierlive	5	4	fluox_etina	
powup1	5	0	fluox_etina	
gentlemano	5	0	durazno sangrando	
[seba]	5	2	kmion33	
[seba]	5	0	fluox_etina	
ttvdonjavierlive	5	3	durazno sangrando	
